player,team_id,role,prediction_period_id,target_cutoff,prior_role_adjusted_kp,source_cutoff,latest_source_match_timestamp
Xmithie,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.02896811221746638,2020-07-18 00:30:49+00:00,2020-07-12T19:42:42Z
Hakuho,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.23705242761719622,2020-07-18 00:30:49+00:00,2020-07-12T19:42:42Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.03157658226481367,2020-07-18 00:30:49+00:00,2020-07-12T19:42:42Z
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.08149266812758509,2020-07-18 00:30:49+00:00,2020-07-12T19:42:42Z
Griffin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.0071254235826546915,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.1883885823823868,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Stixxay,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.049172852666422254,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Ruin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.4249931474366124,2020-07-18 00:30:49+00:00,2020-07-05T21:47:53Z
Pobelter,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.0699093559037138,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Bang,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.24204697517315457,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Zeyzal,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.09233311257624906,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Goldenglue,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.24177740958026056,2020-07-18 00:30:49+00:00,2020-04-07T21:42:35Z
Huni,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.09114379880683503,2020-07-18 00:30:49+00:00,2020-03-30T20:41:40Z
Svenskeren,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.22784794061218117,2020-07-18 00:30:49+00:00,2020-07-12T22:40:38Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.24728477251873698,2020-07-18 00:30:49+00:00,2020-07-12T20:44:00Z
Nisqy,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,0.1636299361141467,2020-07-18 00:30:49+00:00,2020-07-12T20:44:00Z
Vulcan,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.02579442795607559,2020-07-18 00:30:49+00:00,2020-07-12T20:44:00Z
Licorice,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.133903421227795,2020-07-18 00:30:49+00:00,2020-07-12T20:44:00Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:2d69b4a154591d5cca77,2020-07-18 00:30:49+00:00,-0.13028802894009145,2020-07-18 00:30:49+00:00,2020-07-12T20:44:00Z
Fenix,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.044520064487000396,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
V1per,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.08913833449159884,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
Dardoch,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.08756931051240296,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
Johnsun,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.11993275451871932,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
aphromoo,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.03299523857030297,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
Solo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.06883186098680642,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
WildTurtle,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.476962051280175,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Santorin,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.1460100591499118,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
PowerOfEvil,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.0038775795284593114,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Ignar,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.03358613443215535,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Ryoma,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.06952323849195939,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Contractz,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.047298208463076696,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Cody Sun,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.039047213261989816,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Poome,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.19726489362319385,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.11138654812444627,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Hauntzer,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.14082558608283574,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
FBI,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.07371605507105322,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
huhi,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.2108893233000374,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
Closer,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.060410224959873374,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
Damonte,oe:team:87ee02298073abc2d55060f097d4041,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.07433910355030889,2020-07-25 00:38:07+00:00,2020-07-19T22:33:42Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.22165737668346616,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Impact,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.03464691216991732,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Tactical,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.06376196243171145,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Jensen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.09458704793222378,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Broxah,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.3836465562944108,2020-07-25 00:38:07+00:00,2020-07-19T19:32:13Z
Bjergsen,oe:team:a22510a4756fa424cb0771b13261139,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.057783352025608165,2020-07-25 00:38:07+00:00,2020-07-18T21:40:22Z
BrokenBlade,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.07518281968158957,2020-07-25 00:38:07+00:00,2020-07-18T21:40:22Z
Treatz,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.09695489000449135,2020-07-25 00:38:07+00:00,2020-07-18T21:40:22Z
Doublelift,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.045126622523225524,2020-07-25 00:38:07+00:00,2020-07-18T21:40:22Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.2458392471167346,2020-07-25 00:38:07+00:00,2020-07-18T21:40:22Z
Apollo,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.2061295553044735,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Xmithie,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.06021364585096867,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Hakuho,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.20632288705045446,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.03293337795988102,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.1502351418573016,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Griffin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.0792095238265972,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.11806144946914095,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Stixxay,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.03790644811381515,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Ruin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.383852324511042,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Pobelter,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.06079571090399018,2020-07-25 00:38:07+00:00,2020-07-19T21:32:58Z
Bang,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.25487184262737894,2020-07-25 00:38:07+00:00,2020-07-18T20:41:17Z
Zeyzal,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.06062076234069333,2020-07-25 00:38:07+00:00,2020-07-18T20:41:17Z
Goldenglue,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.21124510114240755,2020-07-25 00:38:07+00:00,2020-07-18T20:41:17Z
Huni,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.24292310363480504,2020-07-25 00:38:07+00:00,2020-07-18T20:41:17Z
Svenskeren,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.1780317328739354,2020-07-25 00:38:07+00:00,2020-07-18T20:41:17Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.21192380416128792,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Nisqy,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.22472432602921813,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Vulcan,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,0.0373347197648514,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Licorice,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.18669422901728713,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:fe3df3b5886d9a4a5234,2020-07-25 00:38:07+00:00,-0.0618689235032067,2020-07-25 00:38:07+00:00,2020-07-19T20:39:13Z
Fenix,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.16063579248362622,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
V1per,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.09374321436835836,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Dardoch,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.012412003234171333,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Johnsun,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.18939040905307747,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
aphromoo,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.05443367674139506,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Solo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.020918516556594286,2020-08-01 00:35:44+00:00,2020-07-25T21:25:50Z
WildTurtle,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.41150678099664123,2020-08-01 00:35:44+00:00,2020-07-25T21:25:50Z
Santorin,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.14764973293396483,2020-08-01 00:35:44+00:00,2020-07-25T21:25:50Z
PowerOfEvil,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.027666851671987073,2020-08-01 00:35:44+00:00,2020-07-25T21:25:50Z
Ignar,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.00010172308409781237,2020-08-01 00:35:44+00:00,2020-07-25T21:25:50Z
Ryoma,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.032591066831345834,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Contractz,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.17419111785368116,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Cody Sun,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.05827184679154331,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Poome,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.13065441569939376,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.0025886685108708275,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Hauntzer,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.06550297251229242,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
FBI,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.1033700762417803,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
huhi,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.16077336926292607,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Closer,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.06465547533406649,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
Damonte,oe:team:87ee02298073abc2d55060f097d4041,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.002323367913333918,2020-08-01 00:35:44+00:00,2020-07-26T22:46:26Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.2831033111892806,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Impact,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.1831944681033716,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Tactical,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.2351108481463599,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Jensen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.08983809255727629,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Broxah,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.2055938031169376,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Bjergsen,oe:team:a22510a4756fa424cb0771b13261139,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.015685887040891914,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
BrokenBlade,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.003338399610867336,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Treatz,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.009123443509600555,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Doublelift,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.10948077611161058,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.3154738814248027,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Apollo,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.13288120329288877,2020-08-01 00:35:44+00:00,2020-07-25T22:32:10Z
Xmithie,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.22983642535093857,2020-08-01 00:35:44+00:00,2020-07-25T22:32:10Z
Hakuho,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.14780086254853,2020-08-01 00:35:44+00:00,2020-07-25T22:32:10Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.06057573895006503,2020-08-01 00:35:44+00:00,2020-07-25T22:32:10Z
Allorim,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.14078265698465145,2020-08-01 00:35:44+00:00,2020-07-25T22:32:10Z
Griffin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.1012441771616464,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.14535202056831367,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Stixxay,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.05747154945856152,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Ruin,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.32478539765402986,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Pobelter,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.040945091586235036,2020-08-01 00:35:44+00:00,2020-07-26T21:42:51Z
Bang,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.2723753240883375,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Zeyzal,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.08523538981407994,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Goldenglue,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.26382092847417493,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Huni,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.21994486367997584,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Svenskeren,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.29343541546848334,2020-08-01 00:35:44+00:00,2020-07-26T19:24:20Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.24399157418018713,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Nisqy,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.20498425830838948,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Vulcan,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,0.02655258830334232,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Licorice,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.1594811762245069,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:3e89f4975798019beec8,2020-08-01 00:35:44+00:00,-0.022045078459210957,2020-08-01 00:35:44+00:00,2020-07-26T20:48:59Z
Fenix,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.08552012712269372,2020-08-08 00:43:41+00:00,2020-08-01T22:44:16Z
V1per,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,0.001262335470058713,2020-08-08 00:43:41+00:00,2020-08-01T22:44:16Z
Dardoch,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,0.05672479859533971,2020-08-08 00:43:41+00:00,2020-08-01T22:44:16Z
Johnsun,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.15114206951579529,2020-08-08 00:43:41+00:00,2020-08-01T22:44:16Z
aphromoo,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.17235132610032192,2020-08-08 00:43:41+00:00,2020-08-01T22:44:16Z
Solo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.032196605214526844,2020-08-08 00:43:41+00:00,2020-08-02T21:34:06Z
WildTurtle,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:9cfbd3e5ecdd20626eed,2020-08-08 00:43:41+00:00,-0.3373796193433275,2020-08-08 00:43:41+00:00,2020-08-02T21:34:06Z
