player,team_id,role,prediction_period_id,target_cutoff,roster_continuity,team_change,role_change,source_cutoff,latest_source_match_timestamp
Solo,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Stixxay,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Chime,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Amazo,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Jenkins,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Tactical,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Jensen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Santorin,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
SwordArt,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Lost,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
PowerOfEvil,oe:team:a22510a4756fa424cb0771b13261139,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T23:19:27Z
destiny,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Xerxe,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Raes,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
PrettyGRE,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-01-23T21:33:14Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,0.8333333333333334,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Finn,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Broxah,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
WildTurtle,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Pobelter,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-07T00:24:24Z
Impact,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T20:51:24Z
Danny,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T20:51:24Z
Ignar,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T20:51:24Z
Svenskeren,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T20:51:24Z
Jiizuke,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T20:51:24Z
Perkz,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Vulcan,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
k1ng,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:24ddb9953986c3386cb5,2021-06-11 21:37:50+00:00,1.0,False,False,2021-06-11 21:37:50+00:00,2021-06-06T22:16:34Z
Dardoch,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Neo,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Yusui,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
FakeGod,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2020-06-28T23:05:54Z
aphromoo,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,0.8333333333333334,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Josedeodo,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Dreams,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Johnsun,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Licorice,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Palafox,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
FBI,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
huhi,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Abbedagge,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Solo,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Stixxay,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Chime,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
Amazo,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T19:33:12Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Jenkins,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Tactical,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Jensen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Santorin,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
SwordArt,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Lost,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
PowerOfEvil,oe:team:a22510a4756fa424cb0771b13261139,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
destiny,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Xerxe,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Raes,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T20:45:24Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Finn,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Broxah,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
WildTurtle,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Pobelter,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T21:48:47Z
Impact,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Danny,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Ignar,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Svenskeren,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Jiizuke,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T23:43:02Z
Perkz,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Vulcan,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
k1ng,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:111e9dfa6ccd70cbab3b,2021-06-18 21:02:38+00:00,1.0,False,False,2021-06-18 21:02:38+00:00,2021-06-13T22:49:07Z
Neo,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
Yusui,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
FakeGod,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
Akaadian,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
aphromoo,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
Josedeodo,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Diamond,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-03-08T01:01:49Z
Kumo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,True,False,2021-06-25 21:33:16+00:00,2020-07-12T22:40:38Z
Tomo,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,
Dreams,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Johnsun,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Licorice,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Palafox,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.625,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
FBI,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
huhi,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Abbedagge,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Solo,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-21T00:37:58Z
Stixxay,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-21T00:37:58Z
Chime,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-21T00:37:58Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-21T00:37:58Z
Amazo,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-21T00:37:58Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.8,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Jenkins,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.8,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Tactical,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.8,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Jensen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.8,False,False,2021-06-25 21:33:16+00:00,2021-06-20T20:50:10Z
Armao,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,0.8,False,False,2021-06-25 21:33:16+00:00,2021-04-12T01:19:15Z
SwordArt,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T21:49:16Z
Lost,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T21:49:16Z
PowerOfEvil,oe:team:a22510a4756fa424cb0771b13261139,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T21:49:16Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T21:49:16Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T21:49:16Z
destiny,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Xerxe,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Raes,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Insanity,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T23:49:28Z
Smoothie,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
Finn,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:32c02d32a3c87111d752,2021-06-25 21:33:16+00:00,1.0,False,False,2021-06-25 21:33:16+00:00,2021-06-20T19:44:46Z
